datetime,PM2.5,PM10,NO2,CO,station
2013-03-02 14:00:00,32.0,36.0,63.0,700.0,Wanliu
2013-03-02 15:00:00,31.0,37.0,65.0,800.0,Wanliu
2013-03-02 16:00:00,34.0,42.0,73.0,1100.0,Wanliu
2013-03-02 17:00:00,47.0,70.0,80.0,1100.0,Wanliu
2013-03-02 18:00:00,58.0,83.0,85.0,1100.0,Wanliu
2013-03-02 19:00:00,65.0,94.0,94.0,1200.0,Wanliu
2013-03-02 20:00:00,78.0,108.0,101.0,1500.0,Wanliu
2013-03-02 21:00:00,84.0,122.0,103.0,2200.0,Wanliu
2013-03-02 22:00:00,88.0,132.0,104.0,2000.0,Wanliu
2013-03-02 23:00:00,84.0,116.0,100.0,2100.0,Wanliu
2013-03-03 00:00:00,88.0,127.0,98.0,2799.0,Wanliu
2013-03-03 01:00:00,104.0,145.0,97.0,3000.0,Wanliu
2013-03-03 02:00:00,106.0,142.0,94.0,2899.0,Wanliu
2013-03-03 03:00:00,96.0,147.0,88.0,2799.0,Wanliu
2013-03-03 04:00:00,89.0,130.0,88.0,2500.0,Wanliu
2013-03-03 05:00:00,79.0,102.0,89.0,2299.0,Wanliu
2013-03-03 06:00:00,81.0,107.0,86.0,2899.0,Wanliu
2013-03-03 07:00:00,90.0,140.0,83.0,3799.0,Wanliu
2013-03-03 08:00:00,100.0,171.0,82.0,4400.0,Wanliu
2013-03-03 09:00:00,108.0,181.0,89.0,3299.0,Wanliu
2013-03-03 10:00:00,100.0,147.0,94.0,2600.0,Wanliu
2013-03-03 11:00:00,97.0,135.0,98.0,2399.0,Wanliu
2013-03-03 12:00:00,101.0,134.0,109.0,2500.0,Wanliu
2013-03-03 13:00:00,107.0,147.0,102.0,1899.0,Wanliu
2013-03-03 14:00:00,84.0,114.0,67.0,900.0,Wanliu
2013-03-03 15:00:00,43.0,82.0,49.0,600.0,Wanliu
2013-03-03 16:00:00,26.0,89.0,61.0,700.0,Wanliu
2013-03-03 17:00:00,50.0,132.0,67.0,700.0,Wanliu
2013-03-03 18:00:00,41.0,93.0,77.0,900.0,Wanliu
2013-03-03 19:00:00,68.0,196.0,131.0,1899.0,Wanliu
2013-03-03 20:00:00,145.0,294.0,97.0,1300.0,Wanliu
2013-03-03 21:00:00,79.0,91.0,69.0,700.0,Wanliu
2013-03-03 22:00:00,24.0,40.0,83.0,900.0,Wanliu
2013-03-03 23:00:00,17.0,52.0,89.0,1100.0,Wanliu
2013-03-04 00:00:00,19.0,70.0,90.0,2399.0,Wanliu
2013-03-04 01:00:00,44.0,117.0,89.0,2299.0,Wanliu
2013-03-04 02:00:00,42.0,93.0,67.0,800.0,Wanliu
2013-03-04 03:00:00,18.0,29.0,50.0,600.0,Wanliu
2013-03-04 04:00:00,10.0,23.0,40.0,500.0,Wanliu
2013-03-04 05:00:00,12.0,34.0,43.0,500.0,Wanliu
2013-03-04 06:00:00,8.0,30.0,52.0,500.0,Wanliu
2013-03-04 07:00:00,8.0,32.0,68.0,800.0,Wanliu
2013-03-04 08:00:00,12.0,61.0,74.0,1000.0,Wanliu
2013-03-04 09:00:00,19.0,50.0,66.0,900.0,Wanliu
2013-03-04 10:00:00,14.0,25.0,49.0,600.0,Wanliu
2013-03-04 11:00:00,4.0,9.0,47.0,500.0,Wanliu
2013-03-04 12:00:00,11.0,19.0,44.0,500.0,Wanliu
2013-03-04 13:00:00,3.0,8.0,41.0,400.0,Wanliu
2013-03-04 14:00:00,3.0,8.0,43.0,400.0,Wanliu
2013-03-04 15:00:00,10.0,16.0,53.0,500.0,Wanliu
2013-03-04 16:00:00,18.0,23.0,61.0,600.0,Wanliu
2013-03-04 17:00:00,22.0,70.0,68.0,600.0,Wanliu
2013-03-04 18:00:00,29.0,70.0,79.0,700.0,Wanliu
2013-03-04 19:00:00,33.0,73.0,86.0,700.0,Wanliu
2013-03-04 20:00:00,34.0,84.0,88.0,800.0,Wanliu
2013-03-04 21:00:00,44.0,88.0,97.0,1000.0,Wanliu
2013-03-04 22:00:00,62.0,109.0,103.0,1100.0,Wanliu
2013-03-04 23:00:00,70.0,116.0,106.0,1200.0,Wanliu
2013-03-05 00:00:00,87.0,153.0,104.0,1200.0,Wanliu
2013-03-05 01:00:00,100.0,170.0,101.0,1399.0,Wanliu
2013-03-05 02:00:00,113.0,167.0,99.0,1700.0,Wanliu
2013-03-05 03:00:00,129.0,179.0,92.0,1799.5,Wanliu
2013-03-05 04:00:00,132.0,183.0,89.5,1899.0,Wanliu
2013-03-05 05:00:00,128.0,189.0,87.0,2000.0,Wanliu
2013-03-05 06:00:00,101.0,116.0,87.0,2100.0,Wanliu
2013-03-05 07:00:00,99.0,142.0,83.0,2700.0,Wanliu
2013-03-05 08:00:00,100.0,158.0,87.0,2899.0,Wanliu
2013-03-05 09:00:00,108.0,178.0,92.0,3100.0,Wanliu
2013-03-05 10:00:00,132.0,223.0,98.0,2700.0,Wanliu
2013-03-05 11:00:00,138.0,198.0,94.0,1899.0,Wanliu
2013-03-05 12:00:00,115.0,173.0,95.0,1899.0,Wanliu
2013-03-05 13:00:00,3.0,6.0,62.0,1700.0,Wanliu
2013-03-05 14:00:00,3.0,138.0,123.0,1800.0,Wanliu
2013-03-05 15:00:00,3.0,183.0,139.0,1899.0,Wanliu
2013-03-05 16:00:00,167.0,195.0,150.0,2100.0,Wanliu
2013-03-05 17:00:00,168.0,201.0,167.0,2299.0,Wanliu
2013-03-05 18:00:00,182.0,225.0,177.0,2700.0,Wanliu
2013-03-05 19:00:00,209.0,270.0,179.0,3000.0,Wanliu
2013-03-05 20:00:00,225.0,293.0,169.0,3500.0,Wanliu
2013-03-05 21:00:00,237.0,316.0,168.0,4799.0,Wanliu
2013-03-05 22:00:00,270.0,343.0,172.0,4700.0,Wanliu
2013-03-05 23:00:00,268.0,328.0,158.0,4200.0,Wanliu
2013-03-06 00:00:00,243.0,274.0,142.0,3299.0,Wanliu
2013-03-06 01:00:00,213.0,239.0,137.0,3000.0,Wanliu
2013-03-06 02:00:00,200.0,220.0,134.0,3100.0,Wanliu
2013-03-06 03:00:00,206.0,233.0,130.0,3899.0,Wanliu
2013-03-06 04:00:00,217.0,248.0,123.0,3799.0,Wanliu
2013-03-06 05:00:00,216.0,234.0,121.0,2899.0,Wanliu
2013-03-06 06:00:00,193.0,227.0,119.0,2899.0,Wanliu
2013-03-06 07:00:00,198.0,241.0,114.0,3299.0,Wanliu
2013-03-06 08:00:00,205.0,260.0,117.0,3200.0,Wanliu
2013-03-06 09:00:00,212.0,274.0,104.0,3100.0,Wanliu
2013-03-06 10:00:00,200.0,254.0,108.0,3600.0,Wanliu
2013-03-06 11:00:00,218.0,278.0,116.0,3399.0,Wanliu
2013-03-06 12:00:00,221.0,285.0,122.0,3100.0,Wanliu
2013-03-06 13:00:00,246.0,295.0,127.0,2799.0,Wanliu
2013-03-06 14:00:00,246.0,273.0,125.0,2500.0,Wanliu
2013-03-06 15:00:00,239.0,259.0,134.0,2799.0,Wanliu
2013-03-06 16:00:00,249.0,298.0,158.0,3500.0,Wanliu
2013-03-06 17:00:00,259.0,330.0,152.0,3200.0,Wanliu
2013-03-06 18:00:00,248.0,311.0,147.0,3200.0,Wanliu
2013-03-06 19:00:00,244.0,317.0,146.0,3600.0,Wanliu
2013-03-06 20:00:00,251.0,332.0,146.0,3600.0,Wanliu
2013-03-06 21:00:00,253.0,313.0,141.0,3799.0,Wanliu
2013-03-06 22:00:00,266.0,322.0,138.0,4000.0,Wanliu
2013-03-06 23:00:00,266.0,328.0,129.0,4299.0,Wanliu
2013-03-07 00:00:00,270.0,347.0,129.0,4500.0,Wanliu
2013-03-07 01:00:00,276.0,349.0,124.0,4200.0,Wanliu
2013-03-07 02:00:00,257.0,323.0,118.0,4200.0,Wanliu
2013-03-07 03:00:00,237.0,310.0,109.0,4400.0,Wanliu
2013-03-07 04:00:00,238.0,310.0,103.0,4900.0,Wanliu
2013-03-07 05:00:00,242.0,309.0,103.0,6299.0,Wanliu
2013-03-07 06:00:00,254.0,325.0,102.0,6900.0,Wanliu
2013-03-07 07:00:00,266.0,337.0,103.0,8099.0,Wanliu
2013-03-07 08:00:00,333.0,414.0,114.0,8400.0,Wanliu
2013-03-07 09:00:00,379.0,506.0,137.0,7900.0,Wanliu
2013-03-07 10:00:00,370.0,504.0,167.0,7099.0,Wanliu
2013-03-07 11:00:00,399.0,493.0,176.0,6200.0,Wanliu
2013-03-07 12:00:00,347.0,401.0,173.0,4500.0,Wanliu
2013-03-07 13:00:00,276.0,295.0,170.0,3799.0,Wanliu
2013-03-07 14:00:00,202.0,240.0,133.0,2899.0,Wanliu
2013-03-07 15:00:00,244.0,246.0,96.0,2100.0,Wanliu
2013-03-07 16:00:00,3.0,6.0,70.0,1800.0,Wanliu
2013-03-07 17:00:00,3.0,6.0,88.0,2200.0,Wanliu
2013-03-07 18:00:00,3.0,258.0,130.0,2700.0,Wanliu
2013-03-07 19:00:00,122.0,310.0,161.0,3100.0,Wanliu
2013-03-07 20:00:00,188.0,332.0,176.0,3600.0,Wanliu
2013-03-07 21:00:00,251.0,341.0,174.0,3899.0,Wanliu
2013-03-07 22:00:00,236.0,342.0,176.0,4099.0,Wanliu
2013-03-07 23:00:00,316.0,336.0,174.0,5799.0,Wanliu
2013-03-08 00:00:00,158.0,358.0,174.0,6500.0,Wanliu
2013-03-08 01:00:00,350.0,354.0,168.0,6799.0,Wanliu
2013-03-08 02:00:00,313.0,373.0,151.0,6000.0,Wanliu
2013-03-08 03:00:00,299.0,324.0,147.0,6900.0,Wanliu
2013-03-08 04:00:00,287.0,342.0,144.0,7500.0,Wanliu
2013-03-08 05:00:00,313.0,335.0,144.0,7500.0,Wanliu
2013-03-08 06:00:00,302.0,336.0,134.0,7599.0,Wanliu
2013-03-08 07:00:00,299.0,337.0,129.0,8500.0,Wanliu
2013-03-08 08:00:00,290.0,355.0,127.0,9250.0,Wanliu
2013-03-08 09:00:00,56.0,108.0,154.0,10000.0,Wanliu
2013-03-08 10:00:00,277.0,360.0,188.6707,8649.5,Wanliu
2013-03-08 11:00:00,297.0,346.0,192.0,7299.0,Wanliu
2013-03-08 12:00:00,248.0,255.0,142.0,4400.0,Wanliu
2013-03-08 13:00:00,195.0,254.0,96.0,2500.0,Wanliu
2013-03-08 14:00:00,179.0,236.0,81.0,1899.0,Wanliu
2013-03-08 15:00:00,289.0,476.0,112.0,3700.0,Wanliu
2013-03-08 16:00:00,215.0,400.0,98.0,2600.0,Wanliu
2013-03-08 17:00:00,142.0,242.0,78.0,1700.0,Wanliu
2013-03-08 18:00:00,118.0,171.0,72.0,1300.0,Wanliu
2013-03-08 19:00:00,75.0,127.0,68.0,1200.0,Wanliu
2013-03-08 20:00:00,91.0,138.0,75.0,1300.0,Wanliu
2013-03-08 21:00:00,95.0,123.0,77.0,1300.0,Wanliu
2013-03-08 22:00:00,82.0,102.0,75.0,1300.0,Wanliu
2013-03-08 23:00:00,85.0,117.0,78.0,1700.0,Wanliu
2013-03-09 00:00:00,83.0,94.0,72.0,1899.0,Wanliu
2013-03-09 01:00:00,87.0,88.0,67.0,2000.0,Wanliu
2013-03-09 02:00:00,68.0,106.0,69.0,2200.0,Wanliu
2013-03-09 03:00:00,108.0,111.0,77.0,2400.0,Wanliu
2013-03-09 04:00:00,95.0,119.0,79.5,2600.0,Wanliu
2013-03-09 05:00:00,94.0,137.0,82.0,2600.0,Wanliu
2013-03-09 06:00:00,106.0,143.0,83.0,2600.0,Wanliu
2013-03-09 07:00:00,101.0,159.0,79.0,3100.0,Wanliu
2013-03-09 08:00:00,105.0,175.0,76.0,3500.0,Wanliu
2013-03-09 09:00:00,105.0,166.0,76.0,1899.0,Wanliu
2013-03-09 10:00:00,149.0,499.0,62.0,1800.0,Wanliu
2013-03-09 11:00:00,87.0,829.0,34.0,700.0,Wanliu
2013-03-09 12:00:00,74.0,779.0,20.53,450.0,Wanliu
2013-03-09 13:00:00,76.0,729.0,17.0,200.0,Wanliu
2013-03-09 14:00:00,74.0,679.0,16.0,200.0,Wanliu
2013-03-09 15:00:00,41.0,629.0,14.0,200.0,Wanliu
2013-03-09 16:00:00,26.0,344.0,14.0,200.0,Wanliu
2013-03-09 17:00:00,14.0,193.0,16.0,200.0,Wanliu
2013-03-09 18:00:00,11.0,151.0,22.0,300.0,Wanliu
2013-03-09 19:00:00,14.0,120.0,22.0,300.0,Wanliu
2013-03-09 20:00:00,23.0,93.0,22.0,300.0,Wanliu
2013-03-09 21:00:00,14.0,68.0,24.0,400.0,Wanliu
2013-03-09 22:00:00,17.0,54.0,27.0,400.0,Wanliu
2013-03-09 23:00:00,12.0,44.0,37.0,500.0,Wanliu
2013-03-10 00:00:00,19.0,44.0,46.0,500.0,Wanliu
2013-03-10 01:00:00,13.0,31.0,48.0,500.0,Wanliu
2013-03-10 02:00:00,21.0,29.0,49.0,600.0,Wanliu
2013-03-10 03:00:00,16.0,35.0,55.0,600.0,Wanliu
2013-03-10 04:00:00,22.0,30.0,62.0,700.0,Wanliu
2013-03-10 05:00:00,16.0,20.0,66.0,900.0,Wanliu
2013-03-10 06:00:00,14.0,38.0,71.0,1000.0,Wanliu
2013-03-10 07:00:00,30.0,59.0,78.0,1399.0,Wanliu
2013-03-10 08:00:00,26.0,58.0,70.0,1100.0,Wanliu
2013-03-10 09:00:00,21.0,64.0,58.0,800.0,Wanliu
2013-03-10 10:00:00,31.0,64.0,53.0,700.0,Wanliu
2013-03-10 11:00:00,34.0,72.0,50.0,900.0,Wanliu
2013-03-10 12:00:00,44.0,64.0,49.0,700.0,Wanliu
2013-03-10 13:00:00,27.0,55.0,48.0,600.0,Wanliu
2013-03-10 14:00:00,31.0,53.0,47.0,600.0,Wanliu
2013-03-10 15:00:00,25.0,68.0,47.0,600.0,Wanliu
2013-03-10 16:00:00,32.0,79.0,52.0,600.0,Wanliu
2013-03-10 17:00:00,41.0,90.0,55.0,600.0,Wanliu
2013-03-10 18:00:00,45.0,96.0,62.0,700.0,Wanliu
2013-03-10 19:00:00,61.0,104.0,68.0,800.0,Wanliu
2013-03-10 20:00:00,74.0,125.0,76.0,1000.0,Wanliu
2013-03-10 21:00:00,79.0,136.0,82.0,1100.0,Wanliu
2013-03-10 22:00:00,91.0,146.0,87.0,1300.0,Wanliu
2013-03-10 23:00:00,101.0,155.0,89.0,1300.0,Wanliu
2013-03-11 00:00:00,106.0,170.0,90.0,1399.0,Wanliu
2013-03-11 01:00:00,113.0,170.0,89.0,1600.0,Wanliu
2013-03-11 02:00:00,111.0,169.0,86.0,1700.0,Wanliu
2013-03-11 03:00:00,122.0,169.0,82.0,1700.0,Wanliu
2013-03-11 04:00:00,117.0,186.0,79.0,2000.0,Wanliu
2013-03-11 05:00:00,107.0,182.0,77.0,2500.0,Wanliu
2013-03-11 06:00:00,107.0,160.0,78.0,2600.0,Wanliu
2013-03-11 07:00:00,106.0,172.0,76.0,3000.0,Wanliu
2013-03-11 08:00:00,109.0,169.0,78.0,2700.0,Wanliu
2013-03-11 09:00:00,115.0,192.0,79.0,2700.0,Wanliu
2013-03-11 10:00:00,125.0,179.0,81.0,2399.0,Wanliu
2013-03-11 11:00:00,146.0,193.0,85.0,2449.5,Wanliu
2013-03-11 12:00:00,153.0,189.0,92.0,2500.0,Wanliu
2013-03-11 13:00:00,157.0,208.0,103.0,2600.0,Wanliu
2013-03-11 14:00:00,134.0,167.0,91.0,1800.0,Wanliu
2013-03-11 15:00:00,109.0,135.0,72.0,1399.0,Wanliu
2013-03-11 16:00:00,140.0,184.0,83.0,1800.0,Wanliu
2013-03-11 17:00:00,147.0,205.0,93.0,2000.0,Wanliu
2013-03-11 18:00:00,168.0,244.0,104.0,2700.0,Wanliu
2013-03-11 19:00:00,176.0,265.0,110.0,2899.0,Wanliu
2013-03-11 20:00:00,202.0,273.0,112.0,3100.0,Wanliu
2013-03-11 21:00:00,201.0,279.0,112.0,2899.0,Wanliu
2013-03-11 22:00:00,205.0,262.0,107.0,2600.0,Wanliu
2013-03-11 23:00:00,183.0,228.0,99.0,2200.0,Wanliu
2013-03-12 00:00:00,96.0,124.0,84.0,1399.0,Wanliu
2013-03-12 01:00:00,101.0,130.0,84.0,1600.0,Wanliu
2013-03-12 02:00:00,119.0,161.0,82.0,1800.0,Wanliu
2013-03-12 03:00:00,117.0,148.0,78.0,2099.5,Wanliu
2013-03-12 04:00:00,135.0,232.0,78.0,2399.0,Wanliu
2013-03-12 05:00:00,179.0,233.0,76.0,3200.0,Wanliu
2013-03-12 06:00:00,155.0,169.0,74.0,2799.0,Wanliu
2013-03-12 07:00:00,154.0,170.0,68.0,3100.0,Wanliu
2013-03-12 08:00:00,125.0,171.0,72.0,2000.0,Wanliu
2013-03-12 09:00:00,91.0,106.0,70.0,2200.0,Wanliu
2013-03-12 10:00:00,106.0,116.0,70.0,2100.0,Wanliu
2013-03-12 11:00:00,107.0,116.0,70.0,2000.0,Wanliu
2013-03-12 12:00:00,158.0,158.0,70.5,1900.0,Wanliu
2013-03-12 13:00:00,156.0,113.0,71.0,1800.0,Wanliu
2013-03-12 14:00:00,152.0,119.0,69.0,1700.0,Wanliu
2013-03-12 15:00:00,150.0,105.0,69.0,1600.0,Wanliu
2013-03-12 16:00:00,137.0,104.0,67.0,1600.0,Wanliu
2013-03-12 17:00:00,116.0,119.0,67.0,1700.0,Wanliu
2013-03-12 18:00:00,133.0,138.0,96.5,1800.0,Wanliu
2013-03-12 19:00:00,134.0,159.0,126.0,2200.0,Wanliu
2013-03-12 20:00:00,149.0,171.0,126.0,2700.0,Wanliu
2013-03-12 21:00:00,158.0,171.0,127.0,2799.0,Wanliu
2013-03-12 22:00:00,161.0,171.0,118.0,2799.0,Wanliu
2013-03-12 23:00:00,136.0,159.0,120.0,3500.0,Wanliu
2013-03-13 00:00:00,91.0,159.0,117.0,1899.0,Wanliu
2013-03-13 01:00:00,27.0,27.0,82.0,900.0,Wanliu
2013-03-13 02:00:00,3.0,6.0,74.0,700.0,Wanliu
2013-03-13 03:00:00,3.0,6.0,62.0,600.0,Wanliu
2013-03-13 04:00:00,3.0,10.0,51.0,500.0,Wanliu
2013-03-13 05:00:00,3.0,9.0,60.0,500.0,Wanliu
2013-03-13 06:00:00,3.0,10.0,54.0,500.0,Wanliu
2013-03-13 07:00:00,19.0,32.0,80.0,700.0,Wanliu
2013-03-13 08:00:00,24.0,36.0,83.0,700.0,Wanliu
2013-03-13 09:00:00,22.0,24.0,58.0,600.0,Wanliu
2013-03-13 10:00:00,13.0,20.0,59.0,600.0,Wanliu
2013-03-13 11:00:00,7.0,15.0,48.0,500.0,Wanliu
2013-03-13 12:00:00,3.0,9.0,42.0,400.0,Wanliu
2013-03-13 13:00:00,3.0,6.0,40.0,400.0,Wanliu
2013-03-13 14:00:00,29.0,7.0,41.0,400.0,Wanliu
2013-03-13 15:00:00,3.0,10.0,48.0,400.0,Wanliu
2013-03-13 16:00:00,3.0,11.0,51.0,400.0,Wanliu
2013-03-13 17:00:00,6.0,22.0,57.0,400.0,Wanliu
2013-03-13 18:00:00,31.0,45.0,83.0,600.0,Wanliu
2013-03-13 19:00:00,41.0,64.0,98.0,700.0,Wanliu
2013-03-13 20:00:00,44.0,54.0,100.0,700.0,Wanliu
2013-03-13 21:00:00,45.0,49.0,104.0,800.0,Wanliu
2013-03-13 22:00:00,46.0,55.0,101.0,800.0,Wanliu
2013-03-13 23:00:00,49.0,55.0,93.0,800.0,Wanliu
2013-03-14 00:00:00,86.0,107.0,96.0,1100.0,Wanliu
2013-03-14 01:00:00,80.0,94.0,85.0,1300.0,Wanliu
2013-03-14 02:00:00,74.0,75.0,71.0,1300.0,Wanliu
2013-03-14 03:00:00,50.0,63.0,63.0,1200.0,Wanliu
2013-03-14 04:00:00,50.0,62.0,63.0,1100.0,Wanliu
2013-03-14 05:00:00,70.0,76.0,75.0,1200.0,Wanliu
2013-03-14 06:00:00,90.0,108.0,86.0,1899.0,Wanliu
2013-03-14 07:00:00,84.0,100.0,86.0,1899.0,Wanliu
2013-03-14 08:00:00,84.0,100.0,85.0,1800.0,Wanliu
2013-03-14 09:00:00,91.0,110.0,84.0,1700.0,Wanliu
2013-03-14 10:00:00,108.0,134.0,87.0,1800.0,Wanliu
2013-03-14 11:00:00,111.0,123.0,85.0,1600.0,Wanliu
2013-03-14 12:00:00,128.0,134.0,100.0,1700.0,Wanliu
2013-03-14 13:00:00,131.0,133.0,101.0,1500.0,Wanliu
2013-03-14 14:00:00,91.0,110.0,78.0,1100.0,Wanliu
2013-03-14 15:00:00,82.0,108.0,78.0,1100.0,Wanliu
2013-03-14 16:00:00,107.0,116.0,86.0,1100.0,Wanliu
2013-03-14 17:00:00,123.0,130.0,98.0,1200.0,Wanliu
2013-03-14 18:00:00,129.0,149.0,105.0,1300.0,Wanliu
2013-03-14 19:00:00,139.0,154.0,110.0,1300.0,Wanliu
2013-03-14 20:00:00,126.0,139.0,123.0,1399.0,Wanliu
2013-03-14 21:00:00,138.0,165.0,123.0,1500.0,Wanliu
2013-03-14 22:00:00,162.0,191.0,122.0,1700.0,Wanliu
2013-03-14 23:00:00,171.0,210.0,128.0,2100.0,Wanliu
2013-03-15 00:00:00,181.0,238.0,136.0,2500.0,Wanliu
2013-03-15 01:00:00,185.0,222.0,132.0,2600.0,Wanliu
2013-03-15 02:00:00,187.0,202.0,134.0,2600.0,Wanliu
2013-03-15 03:00:00,179.0,192.0,129.0,2399.0,Wanliu
2013-03-15 04:00:00,165.0,174.0,122.0,2299.0,Wanliu
2013-03-15 05:00:00,158.0,172.0,117.0,2200.0,Wanliu
2013-03-15 06:00:00,164.0,175.0,116.0,2299.0,Wanliu
2013-03-15 07:00:00,171.0,207.0,120.0,3100.0,Wanliu
2013-03-15 08:00:00,171.0,214.0,127.0,2799.0,Wanliu
2013-03-15 09:00:00,178.0,198.0,124.0,2299.0,Wanliu
2013-03-15 10:00:00,179.0,199.0,125.0,2299.0,Wanliu
2013-03-15 11:00:00,202.0,211.0,106.0,2100.0,Wanliu
2013-03-15 12:00:00,167.0,206.0,96.0,1800.0,Wanliu
2013-03-15 13:00:00,178.0,215.0,106.0,1800.0,Wanliu
2013-03-15 14:00:00,186.0,223.0,124.0,2000.0,Wanliu
2013-03-15 15:00:00,272.0,297.0,179.0,2500.0,Wanliu
2013-03-15 16:00:00,308.0,332.0,178.0,2299.0,Wanliu
2013-03-15 17:00:00,286.0,296.0,134.0,1800.0,Wanliu
2013-03-15 18:00:00,286.0,303.0,138.0,1899.0,Wanliu
2013-03-15 19:00:00,298.0,322.0,149.0,2000.0,Wanliu
2013-03-15 20:00:00,318.0,344.0,151.0,2200.0,Wanliu
2013-03-15 21:00:00,324.0,361.0,152.0,2500.0,Wanliu
2013-03-15 22:00:00,326.0,372.0,146.0,2899.0,Wanliu
2013-03-15 23:00:00,333.0,357.0,174.0,3100.0,Wanliu
2013-03-16 00:00:00,348.0,375.0,165.0,3200.0,Wanliu
2013-03-16 01:00:00,332.0,341.0,151.0,3000.0,Wanliu
2013-03-16 02:00:00,314.0,327.0,142.0,3000.0,Wanliu
2013-03-16 03:00:00,316.0,318.0,140.0,2899.5,Wanliu
2013-03-16 04:00:00,318.0,318.0,141.0,2799.0,Wanliu
2013-03-16 05:00:00,267.0,327.0,126.0,3000.0,Wanliu
2013-03-16 06:00:00,270.0,314.0,117.0,2700.0,Wanliu
2013-03-16 07:00:00,264.0,296.0,112.0,2600.0,Wanliu
2013-03-16 08:00:00,268.0,322.0,111.0,3000.0,Wanliu
2013-03-16 09:00:00,271.0,295.0,112.0,2600.0,Wanliu
2013-03-16 10:00:00,248.0,270.0,115.0,2299.0,Wanliu
2013-03-16 11:00:00,264.0,223.0,116.0,2100.0,Wanliu
2013-03-16 12:00:00,184.0,201.0,111.0,2100.0,Wanliu
2013-03-16 13:00:00,219.0,202.0,105.0,2000.0,Wanliu
2013-03-16 14:00:00,134.0,145.0,87.0,1700.0,Wanliu
2013-03-16 15:00:00,139.0,160.0,93.0,1800.0,Wanliu
2013-03-16 16:00:00,223.0,225.0,113.0,2600.0,Wanliu
2013-03-16 17:00:00,184.0,231.0,125.0,3100.0,Wanliu
2013-03-16 18:00:00,279.0,285.0,142.0,3700.0,Wanliu
2013-03-16 19:00:00,281.0,289.0,158.0,3700.0,Wanliu
2013-03-16 20:00:00,214.0,220.0,116.0,2299.0,Wanliu
2013-03-16 21:00:00,207.0,224.0,111.0,2100.0,Wanliu
2013-03-16 22:00:00,236.0,195.0,103.0,2000.0,Wanliu
2013-03-16 23:00:00,174.0,199.0,115.0,1899.0,Wanliu
2013-03-17 00:00:00,170.0,196.0,119.0,1899.0,Wanliu
2013-03-17 01:00:00,239.0,240.0,118.0,2799.0,Wanliu
2013-03-17 02:00:00,184.0,218.0,114.0,2700.0,Wanliu
2013-03-17 03:00:00,179.0,210.0,109.0,2450.0,Wanliu
2013-03-17 04:00:00,184.0,204.0,109.0,2200.0,Wanliu
2013-03-17 05:00:00,179.0,198.0,107.0,2200.0,Wanliu
