datetime,PM2.5,PM10,NO2,CO,station
2013-03-07 14:00:00,294.0,336.0,110.0,3200.0,Wanshouxigong
2013-03-07 15:00:00,338.0,338.0,94.0,2600.0,Wanshouxigong
2013-03-07 16:00:00,190.0,274.0,59.0,1600.0,Wanshouxigong
2013-03-07 17:00:00,159.0,202.0,81.0,1700.0,Wanshouxigong
2013-03-07 18:00:00,208.0,226.0,117.0,1700.0,Wanshouxigong
2013-03-07 19:00:00,197.0,212.0,136.0,1500.0,Wanshouxigong
2013-03-07 20:00:00,153.0,190.0,147.0,2200.0,Wanshouxigong
2013-03-07 21:00:00,193.0,251.0,184.0,3500.0,Wanshouxigong
2013-03-07 22:00:00,304.0,380.0,191.0,4599.0,Wanshouxigong
2013-03-07 23:00:00,400.0,468.0,182.0,4500.0,Wanshouxigong
2013-03-08 00:00:00,410.0,454.0,178.0,4500.0,Wanshouxigong
2013-03-08 01:00:00,421.0,431.0,172.0,4700.0,Wanshouxigong
2013-03-08 02:00:00,379.0,431.0,164.0,4700.0,Wanshouxigong
2013-03-08 03:00:00,316.0,375.0,157.0,4200.0,Wanshouxigong
2013-03-08 04:00:00,282.0,312.0,148.0,4700.0,Wanshouxigong
2013-03-08 05:00:00,287.0,319.0,158.0,6000.0,Wanshouxigong
2013-03-08 06:00:00,289.0,333.0,162.0,7000.0,Wanshouxigong
2013-03-08 07:00:00,338.0,342.0,164.0,7500.0,Wanshouxigong
2013-03-08 08:00:00,330.0,352.0,165.0,7400.0,Wanshouxigong
2013-03-08 09:00:00,340.0,377.0,198.0,8300.0,Wanshouxigong
2013-03-08 10:00:00,360.0,398.0,220.9028,6500.0,Wanshouxigong
2013-03-08 11:00:00,284.0,198.0,187.0,4700.0,Wanshouxigong
2013-03-08 12:00:00,174.0,166.0,119.0,2299.0,Wanshouxigong
2013-03-08 13:00:00,156.0,174.0,72.0,1399.0,Wanshouxigong
2013-03-08 14:00:00,138.0,304.0,61.0,1300.0,Wanshouxigong
2013-03-08 15:00:00,264.0,460.0,106.0,2700.0,Wanshouxigong
2013-03-08 16:00:00,181.0,253.0,75.0,1300.0,Wanshouxigong
2013-03-08 17:00:00,115.0,132.0,56.0,600.0,Wanshouxigong
2013-03-08 18:00:00,56.0,69.0,46.0,600.0,Wanshouxigong
2013-03-08 19:00:00,43.0,72.0,49.0,900.0,Wanshouxigong
2013-03-08 20:00:00,55.0,72.0,54.0,1100.0,Wanshouxigong
2013-03-08 21:00:00,49.0,52.0,42.0,1100.0,Wanshouxigong
2013-03-08 22:00:00,50.0,60.0,68.0,1600.0,Wanshouxigong
2013-03-08 23:00:00,45.0,54.0,55.0,1700.0,Wanshouxigong
2013-03-09 00:00:00,45.0,48.0,56.0,2000.0,Wanshouxigong
2013-03-09 01:00:00,55.0,72.0,61.0,2299.0,Wanshouxigong
2013-03-09 02:00:00,61.0,75.0,60.0,2299.0,Wanshouxigong
2013-03-09 03:00:00,68.0,81.0,79.0,2399.5,Wanshouxigong
2013-03-09 04:00:00,70.0,80.0,77.0,2500.0,Wanshouxigong
2013-03-09 05:00:00,73.0,88.0,75.0,2700.0,Wanshouxigong
2013-03-09 06:00:00,77.0,99.0,76.0,2700.0,Wanshouxigong
2013-03-09 07:00:00,102.0,109.0,89.0,2299.0,Wanshouxigong
2013-03-09 08:00:00,103.0,138.0,83.0,2100.0,Wanshouxigong
2013-03-09 09:00:00,112.0,140.0,79.0,2000.0,Wanshouxigong
2013-03-09 10:00:00,141.0,375.0,70.0,1700.0,Wanshouxigong
2013-03-09 11:00:00,104.0,589.0,36.0,900.0,Wanshouxigong
2013-03-09 12:00:00,69.0,902.0,11.0,300.0,Wanshouxigong
2013-03-09 13:00:00,72.0,961.0,9.0,200.0,Wanshouxigong
2013-03-09 14:00:00,68.0,890.0,7.0,200.0,Wanshouxigong
2013-03-09 15:00:00,40.0,432.0,11.0,300.0,Wanshouxigong
2013-03-09 16:00:00,20.0,161.0,11.0,300.0,Wanshouxigong
2013-03-09 17:00:00,18.0,119.0,13.0,300.0,Wanshouxigong
2013-03-09 18:00:00,17.0,85.0,11.0,300.0,Wanshouxigong
2013-03-09 19:00:00,13.0,76.0,16.0,300.0,Wanshouxigong
2013-03-09 20:00:00,15.0,52.0,18.0,400.0,Wanshouxigong
2013-03-09 21:00:00,12.0,35.0,19.0,300.0,Wanshouxigong
2013-03-09 22:00:00,16.0,21.0,18.0,400.0,Wanshouxigong
2013-03-09 23:00:00,3.0,7.0,16.0,400.0,Wanshouxigong
2013-03-10 00:00:00,11.0,12.0,22.0,400.0,Wanshouxigong
2013-03-10 01:00:00,3.0,6.0,26.0,500.0,Wanshouxigong
2013-03-10 02:00:00,3.0,9.0,40.0,600.0,Wanshouxigong
2013-03-10 03:00:00,3.0,7.0,38.0,700.0,Wanshouxigong
2013-03-10 04:00:00,16.0,22.0,60.0,1200.0,Wanshouxigong
2013-03-10 05:00:00,24.0,25.0,77.0,1200.0,Wanshouxigong
2013-03-10 06:00:00,32.0,36.0,78.0,1800.0,Wanshouxigong
2013-03-10 07:00:00,28.0,37.0,75.0,1800.0,Wanshouxigong
2013-03-10 08:00:00,18.0,28.0,68.0,1300.0,Wanshouxigong
2013-03-10 09:00:00,29.0,32.0,50.0,1000.0,Wanshouxigong
2013-03-10 10:00:00,30.0,54.0,37.0,1000.0,Wanshouxigong
2013-03-10 11:00:00,32.0,42.0,26.0,800.0,Wanshouxigong
2013-03-10 12:00:00,30.0,43.0,24.0,600.0,Wanshouxigong
2013-03-10 13:00:00,22.0,34.0,21.0,500.0,Wanshouxigong
2013-03-10 14:00:00,22.0,27.0,18.0,400.0,Wanshouxigong
2013-03-10 15:00:00,37.0,64.0,19.0,500.0,Wanshouxigong
2013-03-10 16:00:00,39.0,53.0,23.0,500.0,Wanshouxigong
2013-03-10 17:00:00,46.0,67.0,29.0,500.0,Wanshouxigong
2013-03-10 18:00:00,51.0,72.0,34.0,600.0,Wanshouxigong
2013-03-10 19:00:00,66.0,86.0,54.0,900.0,Wanshouxigong
2013-03-10 20:00:00,69.0,100.0,66.0,1000.0,Wanshouxigong
2013-03-10 21:00:00,66.0,87.0,60.0,900.0,Wanshouxigong
2013-03-10 22:00:00,78.0,103.0,58.0,1100.0,Wanshouxigong
2013-03-10 23:00:00,87.0,110.0,61.0,1200.0,Wanshouxigong
2013-03-11 00:00:00,98.0,118.0,61.0,1200.0,Wanshouxigong
2013-03-11 01:00:00,104.0,124.0,63.0,1200.0,Wanshouxigong
2013-03-11 02:00:00,110.0,117.0,67.0,1300.0,Wanshouxigong
2013-03-11 03:00:00,114.0,122.0,64.0,1300.0,Wanshouxigong
2013-03-11 04:00:00,111.0,113.0,67.0,1300.0,Wanshouxigong
2013-03-11 05:00:00,112.0,115.0,63.0,1300.0,Wanshouxigong
2013-03-11 06:00:00,97.0,110.0,65.0,1399.0,Wanshouxigong
2013-03-11 07:00:00,89.0,93.0,73.0,1800.0,Wanshouxigong
2013-03-11 08:00:00,98.0,104.0,77.0,1700.0,Wanshouxigong
2013-03-11 09:00:00,103.0,103.0,71.0,1500.0,Wanshouxigong
2013-03-11 10:00:00,92.0,118.0,70.0,1500.0,Wanshouxigong
2013-03-11 11:00:00,105.0,124.0,70.0,1600.0,Wanshouxigong
2013-03-11 12:00:00,136.0,148.0,78.0,1600.0,Wanshouxigong
2013-03-11 13:00:00,132.0,139.0,70.0,1399.0,Wanshouxigong
2013-03-11 14:00:00,118.0,124.0,56.0,1200.0,Wanshouxigong
2013-03-11 15:00:00,106.0,113.0,56.0,1100.0,Wanshouxigong
2013-03-11 16:00:00,123.0,154.0,67.0,1600.0,Wanshouxigong
2013-03-11 17:00:00,144.0,203.0,80.0,2299.0,Wanshouxigong
2013-03-11 18:00:00,145.0,229.0,79.0,1800.0,Wanshouxigong
2013-03-11 19:00:00,156.0,164.0,98.0,2200.0,Wanshouxigong
2013-03-11 20:00:00,188.0,237.0,111.0,2899.0,Wanshouxigong
2013-03-11 21:00:00,191.0,250.0,110.0,2899.0,Wanshouxigong
2013-03-11 22:00:00,131.0,251.0,91.0,1600.0,Wanshouxigong
2013-03-11 23:00:00,82.0,92.0,78.0,1300.0,Wanshouxigong
2013-03-12 00:00:00,101.0,107.0,72.0,1399.0,Wanshouxigong
2013-03-12 01:00:00,122.0,129.0,80.0,1700.0,Wanshouxigong
2013-03-12 02:00:00,105.0,130.0,77.0,1800.0,Wanshouxigong
2013-03-12 03:00:00,106.0,109.0,72.0,1600.0,Wanshouxigong
2013-03-12 04:00:00,90.0,102.0,70.0,1399.0,Wanshouxigong
2013-03-12 05:00:00,103.0,194.0,66.0,1399.0,Wanshouxigong
2013-03-12 06:00:00,98.0,118.0,78.0,2100.0,Wanshouxigong
2013-03-12 07:00:00,125.0,119.0,74.0,2000.0,Wanshouxigong
2013-03-12 08:00:00,120.0,84.0,72.0,1899.0,Wanshouxigong
2013-03-12 09:00:00,120.0,88.0,73.0,2100.0,Wanshouxigong
2013-03-12 10:00:00,130.0,91.0,75.0,2100.0,Wanshouxigong
2013-03-12 11:00:00,137.0,91.0,74.0,1899.0,Wanshouxigong
2013-03-12 12:00:00,136.0,97.0,70.0,1800.0,Wanshouxigong
2013-03-12 13:00:00,152.0,95.0,72.0,1899.0,Wanshouxigong
2013-03-12 14:00:00,133.0,79.0,69.0,1700.0,Wanshouxigong
2013-03-12 15:00:00,124.0,89.0,65.0,1700.0,Wanshouxigong
2013-03-12 16:00:00,136.0,97.0,67.0,1800.0,Wanshouxigong
2013-03-12 17:00:00,135.0,75.0,71.0,1800.0,Wanshouxigong
2013-03-12 18:00:00,137.0,106.0,77.0,1700.0,Wanshouxigong
2013-03-12 19:00:00,134.0,90.0,80.0,1700.0,Wanshouxigong
2013-03-12 20:00:00,126.0,95.0,77.0,1700.0,Wanshouxigong
2013-03-12 21:00:00,141.0,99.0,76.0,2100.0,Wanshouxigong
2013-03-12 22:00:00,147.0,102.0,76.0,2700.0,Wanshouxigong
2013-03-12 23:00:00,111.0,28.0,67.0,1700.0,Wanshouxigong
2013-03-13 00:00:00,27.0,27.0,30.0,700.0,Wanshouxigong
2013-03-13 01:00:00,10.0,10.0,19.0,500.0,Wanshouxigong
2013-03-13 02:00:00,9.0,9.0,16.0,500.0,Wanshouxigong
2013-03-13 03:00:00,9.0,9.0,19.0,450.0,Wanshouxigong
2013-03-13 04:00:00,12.0,12.0,19.0,400.0,Wanshouxigong
2013-03-13 05:00:00,11.0,11.0,32.0,500.0,Wanshouxigong
2013-03-13 06:00:00,12.0,12.0,36.0,600.0,Wanshouxigong
2013-03-13 07:00:00,11.0,11.0,51.0,700.0,Wanshouxigong
2013-03-13 08:00:00,3.0,7.0,54.0,700.0,Wanshouxigong
2013-03-13 09:00:00,18.0,8.0,43.0,600.0,Wanshouxigong
2013-03-13 10:00:00,16.0,16.0,26.0,500.0,Wanshouxigong
2013-03-13 11:00:00,14.0,6.0,19.0,400.0,Wanshouxigong
2013-03-13 12:00:00,20.0,6.0,17.0,400.0,Wanshouxigong
2013-03-13 13:00:00,20.0,6.0,16.0,400.0,Wanshouxigong
2013-03-13 14:00:00,12.0,6.0,14.0,400.0,Wanshouxigong
2013-03-13 15:00:00,15.0,6.0,15.0,400.0,Wanshouxigong
2013-03-13 16:00:00,21.0,6.0,19.0,400.0,Wanshouxigong
2013-03-13 17:00:00,26.0,28.0,34.0,600.0,Wanshouxigong
2013-03-13 18:00:00,34.0,36.0,44.0,700.0,Wanshouxigong
2013-03-13 19:00:00,36.0,41.0,54.0,800.0,Wanshouxigong
2013-03-13 20:00:00,31.0,32.0,56.0,900.0,Wanshouxigong
2013-03-13 21:00:00,46.0,31.0,57.0,1100.0,Wanshouxigong
2013-03-13 22:00:00,53.0,34.0,68.0,1200.0,Wanshouxigong
2013-03-13 23:00:00,55.0,86.0,61.0,1200.0,Wanshouxigong
2013-03-14 00:00:00,73.0,106.0,66.0,1500.0,Wanshouxigong
2013-03-14 01:00:00,64.0,67.0,61.0,1700.0,Wanshouxigong
2013-03-14 02:00:00,68.0,39.0,58.0,1800.0,Wanshouxigong
2013-03-14 03:00:00,74.0,37.0,60.0,1500.0,Wanshouxigong
2013-03-14 04:00:00,72.0,39.0,57.0,1300.0,Wanshouxigong
2013-03-14 05:00:00,75.0,54.0,60.0,1600.0,Wanshouxigong
2013-03-14 06:00:00,83.0,62.0,64.0,2000.0,Wanshouxigong
2013-03-14 07:00:00,76.0,53.0,62.0,1800.0,Wanshouxigong
2013-03-14 08:00:00,60.0,64.0,59.0,1800.0,Wanshouxigong
2013-03-14 09:00:00,63.0,66.0,60.0,1700.0,Wanshouxigong
2013-03-14 10:00:00,68.0,88.0,63.0,1800.0,Wanshouxigong
2013-03-14 11:00:00,77.0,92.0,68.0,1899.0,Wanshouxigong
2013-03-14 12:00:00,85.0,88.0,60.0,1500.0,Wanshouxigong
2013-03-14 13:00:00,108.0,78.0,48.0,1100.0,Wanshouxigong
2013-03-14 14:00:00,102.0,81.0,43.0,1000.0,Wanshouxigong
2013-03-14 15:00:00,75.0,84.0,45.0,1100.0,Wanshouxigong
2013-03-14 16:00:00,80.0,91.0,51.0,1200.0,Wanshouxigong
2013-03-14 17:00:00,82.0,105.0,54.0,1399.0,Wanshouxigong
2013-03-14 18:00:00,90.0,108.0,61.0,1300.0,Wanshouxigong
2013-03-14 19:00:00,95.0,100.0,75.0,1300.0,Wanshouxigong
2013-03-14 20:00:00,95.0,106.0,94.0,1500.0,Wanshouxigong
2013-03-14 21:00:00,102.0,132.0,94.0,1700.0,Wanshouxigong
2013-03-14 22:00:00,151.0,153.0,93.0,2200.0,Wanshouxigong
2013-03-14 23:00:00,136.0,160.0,90.0,2299.0,Wanshouxigong
2013-03-15 00:00:00,140.0,149.0,88.0,2100.0,Wanshouxigong
2013-03-15 01:00:00,139.0,145.0,84.0,2100.0,Wanshouxigong
2013-03-15 02:00:00,142.0,143.0,82.0,2399.0,Wanshouxigong
2013-03-15 03:00:00,144.0,146.0,91.0,2700.0,Wanshouxigong
2013-03-15 04:00:00,151.0,169.0,97.0,2799.0,Wanshouxigong
2013-03-15 05:00:00,161.0,182.0,96.0,3200.0,Wanshouxigong
2013-03-15 06:00:00,156.0,158.0,91.0,2600.0,Wanshouxigong
2013-03-15 07:00:00,140.0,149.0,86.0,2399.0,Wanshouxigong
2013-03-15 08:00:00,135.0,143.0,80.0,2299.0,Wanshouxigong
2013-03-15 09:00:00,134.0,159.0,83.0,2200.0,Wanshouxigong
2013-03-15 10:00:00,135.0,159.0,84.0,2000.0,Wanshouxigong
2013-03-15 11:00:00,146.0,170.0,80.0,2000.0,Wanshouxigong
2013-03-15 12:00:00,212.0,218.0,98.0,2399.0,Wanshouxigong
2013-03-15 13:00:00,3.0,267.0,136.0,3000.0,Wanshouxigong
2013-03-15 14:00:00,3.0,167.0,150.0,3000.0,Wanshouxigong
2013-03-15 15:00:00,166.0,264.0,102.0,2100.0,Wanshouxigong
2013-03-15 16:00:00,230.0,250.0,76.0,1800.0,Wanshouxigong
2013-03-15 17:00:00,262.0,270.0,67.0,1700.0,Wanshouxigong
2013-03-15 18:00:00,275.0,286.0,76.0,1899.0,Wanshouxigong
2013-03-15 19:00:00,283.0,287.0,92.0,2000.0,Wanshouxigong
2013-03-15 20:00:00,290.0,315.0,110.0,2200.0,Wanshouxigong
2013-03-15 21:00:00,263.0,286.0,112.0,2600.0,Wanshouxigong
2013-03-15 22:00:00,269.0,273.0,105.0,3000.0,Wanshouxigong
2013-03-15 23:00:00,230.0,251.0,98.0,2899.0,Wanshouxigong
